Profile,Loan_Type,Credit_Score,Repayment_History,Business_Age,Revenue_Turnover,Profitability,Financial_Documents,GST_Compliance,Property_Security,OD_Requirement,Digital_Transactions,Eway_Bill_Volume,Tax_Status,Corporate_Authorization,Annual_Credits,Monthly_Average_Balance,Account_Utilization,Account_Age,FD_Security,Renewal_History,Debt_Burden,Credit_Engine_Score,Business_Engine_Score,Loan_Engine_Score,Risk_Penalty,Final_Score,Loan_Status,Promoter_Contribution,Project_Report,Project_Profitability,Break_Even,Supplier_Verification,Projected_Cashflow,DSCR,Debt_Equity,Asset_Life,Asset_Coverage,Regulatory_Approval,Previous_Term_Loan_History,Collateral_Value,Plant_Machinery_Investment,MSME_Category,Address_Verification,Industry_Risk,Supplier_History,Entity_KYC,Promoter_Age,Business_Registration,Udyam_Registration,CGTMSE_Eligibility,ITR_Filing,GST_Turnover,Banking_Transactions,Current_Ratio,Raw_Material_Holding,Inventory_Cycle,Debtor_Collection,Creditor_Payment,Working_Capital_Gap,Customer_Concentration,Current_Account_Vintage,Cheque_Bounce_History,Collateral,Promoter_Experience,Commercial_CIBIL,Existing_WC_Loans
3,30,1,1,3,2,2,3,3,,,,,,,,,,,,,,33.33,83.33,68.33,0,60.58,1,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,
0,20,1,1,0,0,0,0,1,,,,,,,,,,,,,,33.33,5.0,6.67,-90,15.5,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,1,0,2,1,0,1,2,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,25.0,36.67,41.67,-35,34.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,0,0,1,2,2,1,1,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,50.0,61.67,-75,36.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,1,1,0,2,2,1,1,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,43.33,16.67,-45,25.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,0,0,2,0,0,2,2,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.33,6.67,-125,12.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,1,2,1,1,0,2,2,,,,,,,,,,,,,,41.67,35.0,26.67,-35,34.42,0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,3,3,2,3,3,3,3,,,,,,,,,,,,,,100.0,93.33,66.67,0,86.33,2,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,
3,20,0,0,3,2,2,3,3,,,,,,,,,,,,,,0.0,83.33,45.0,-70,40.75,0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,0,1,2,0,0,2,3,,,,,,,,,,,,,,18.33,38.33,58.33,-65,38.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
7,40,3,3,3,2,1,3,3,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,100.0,75.0,96.67,0,91.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,2,2,1,1,0,2,3,3.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,66.67,40.0,45.0,-10,51.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,33.33,10.0,-95,13.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,2,2,2,2,2,1,1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,53.33,56.67,31.67,-15,46.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,40,3,3,2,3,2,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,100.0,70.0,88.33,0,86.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,0,0,2,2,2,1,1,,,,,,,,,,,,,,13.33,56.67,73.33,-55,47.33,0,3.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,3,3,1,2,1,0,0,,,,,,,,,,,,,,86.67,31.67,56.67,-40,59.67,0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,0,1,1,1,0,1,0,,,,,,,,,,,,,,13.33,20.0,26.67,-85,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
3,20,1,1,2,1,2,3,3,,,,,,,,,,,,,,20.0,68.33,28.33,-30,37.41,0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,1,0,2,0,0,3,3,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,11.67,43.33,10.0,-85,20.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,1,1,0,2,2,0,1,,,,,,,,,,,,,,25.0,38.33,31.67,-45,31.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2,20,3,3,0,2,1,0,1,,,,,,,,,,,,,,100.0,30.0,40.0,-50,58.0,0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,1,0,2,1,1,2,1,,,,,,,,,,,,,,11.67,45.0,31.67,-35,28.67,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,2,3,3,2,2,3,3,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,61.67,83.33,68.33,0,70.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,2,2,2,2,2,3,3,,,,,,,,,,,,,,58.33,76.67,58.33,0,63.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
6,20,3,3,3,2,2,3,3,,,,,,,,,,,,,,86.67,83.33,65.0,0,78.08,1,2.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,2,2,3,2,2,3,2,,,,,,,,,,,,,,75.0,78.33,81.67,0,78.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0
5,10,1,0,3,0,1,3,3,,,,,,,,,,,,,,20.0,58.33,73.33,-50,50.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0
7,20,3,3,1,3,3,1,1,,,,,,,,,,,,,,100.0,66.67,68.33,-10,78.92,1,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3,3,3,0,1,3,2,,,,,,,,,,,,,,86.67,53.33,85.0,-10,76.08,2,,,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,
4,20,2,2,3,0,1,2,2,,,,,,,,,,,,,,66.67,48.33,35.0,-40,50.08,0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,0,0,0,1,1,1,1,,,,,,,,,,,,,,13.33,26.67,28.33,-75,22.58,0,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,
7,30,2,1,2,2,3,2,3,,,,,,,,,,,,,,45.0,80.0,56.67,0,59.58,1,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,
0,30,0,0,1,0,0,1,0,,,,,,,,,,,,,,0.0,11.67,21.67,-120,11.09,0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,
1,10,2,1,1,0,0,1,1,,,,,,,,,,,,,,53.33,16.67,40.0,-30,37.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0
7,30,3,3,2,3,3,2,1,,,,,,,,,,,,,,100.0,78.33,53.33,0,77.16,2,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
8,30,3,2,2,3,3,2,2,,,,,,,,,,,,,,91.67,83.33,80.0,0,85.08,2,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,
2,30,3,2,1,3,2,0,0,,,,,,,,,,,,,,91.67,48.33,36.67,-50,59.42,1,,,,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,
1,30,0,1,0,2,1,0,1,,,,,,,,,,,,,,8.33,30.0,16.67,-85,17.75,0,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,
9,30,3,3,3,3,3,3,3,,,,,,,,,,,,,,100.0,100.0,91.67,0,97.08,2,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,
3,10,2,2,1,1,0,0,0,,,,,,,,,,,,,,58.33,15.0,45.0,-50,40.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0
7,20,3,2,3,2,1,3,3,,,,,,,,,,,,,,91.67,75.0,78.33,0,82.0,2,1.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,1,0,1,1,0,1,1,,,,,,,,,,,,,,25.0,25.0,26.67,-45,25.58,0,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,
2,30,3,3,1,1,1,1,1,,,,,,,,,,,,,,86.67,33.33,65.0,0,63.08,1,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,
3,30,2,2,0,2,3,1,2,,,,,,,,,,,,,,80.0,56.67,60.0,-10,66.0,1,,,,,,,,,,,,,,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,
2,20,2,2,3,1,0,3,3,,,,,,,,,,,,,,66.67,58.33,33.33,-40,52.5,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,1,0,2,2,2,2,2,,,,,,,,,,,,,,11.67,66.67,40.0,-25,38.09,0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,3,2,2,2,1,3,3,1.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,91.67,68.33,81.67,0,81.17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,1,2,2,1,0,1,0,,,,,,,,,,,,,,41.67,26.67,35.0,-40,34.84,0,,,,,,,,,,,,,,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,
3,10,1,1,1,2,2,0,1,,,,,,,,,,,,,,36.67,45.0,46.67,-35,42.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0
6,30,3,3,2,3,3,2,2,,,,,,,,,,,,,,86.67,83.33,58.33,0,75.75,2,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,
3,20,1,0,2,2,2,2,2,,,,,,,,,,,,,,11.67,66.67,68.33,-25,48.0,0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,2,2,1,1,0,2,2,,,,,,,,,,,,,,66.67,35.0,48.33,-10,50.75,0,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,
2,10,2,2,1,0,0,1,0,,,,,,,,,,,,,,66.67,11.67,36.67,-60,39.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0
7,30,3,3,3,3,3,3,3,,,,,,,,,,,,,,100.0,100.0,81.67,0,93.58,2,,,,,,,,,,,,,,2.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,
7,20,3,2,2,3,2,3,3,,,,,,,,,,,,,,78.33,85.0,76.67,0,79.75,1,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1,0,1,3,2,1,1,,,,,,,,,,,,,,11.67,58.33,55.0,-55,40.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
3,20,2,2,2,3,3,3,3,,,,,,,,,,,,,,66.67,93.33,50.0,0,68.83,1,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,2,2,2,1,1,2,2,,,,,,,,,,,,,,66.67,50.0,63.33,0,60.5,1,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,
3,10,1,0,0,1,1,0,0,,,,,,,,,,,,,,11.67,16.67,30.0,-115,19.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
7,40,3,3,2,2,1,1,1,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,86.67,48.33,70.0,0,69.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,2,2,1,0,0,1,0,,,,,,,,,,,,,,66.67,11.67,18.33,-70,33.25,0,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,
9,10,3,3,3,3,3,3,3,,,,,,,,,,,,,,100.0,100.0,101.67,0,100.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0
4,30,0,1,2,3,3,3,3,,,,,,,,,,,,,,8.33,93.33,48.33,-45,47.83,0,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,
5,30,1,1,3,2,2,3,3,,,,,,,,,,,,,,33.33,83.33,80.0,0,64.66,1,,,,,,,,,,,,,,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,
4,30,3,3,1,1,0,1,1,,,,,,,,,,,,,,100.0,25.0,30.0,-40,53.0,0,,,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,
1,10,0,1,1,3,3,2,1,,,,,,,,,,,,,,16.67,71.67,38.33,-55,40.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0
8,30,3,3,3,3,3,3,3,,,,,,,,,,,,,,86.67,100.0,83.33,0,89.5,2,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,
1,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.0,0.0,10.0,-175,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,20,3,3,1,3,3,1,0,,,,,,,,,,,,,,100.0,61.67,83.33,-20,82.67,2,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,3,2,1,0,0,0,0,,,,,,,,,,,,,,91.67,6.67,31.67,-80,45.17,0,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
7,10,2,1,3,2,2,3,2,,,,,,,,,,,,,,53.33,78.33,83.33,0,71.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0
1,30,2,2,1,0,0,1,1,,,,,,,,,,,,,,53.33,16.67,33.33,-30,35.33,0,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,
1,40,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,15.0,-120,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,1,1,1,1,1,0,0,,,,,,,,,,,,,,33.33,23.33,21.67,-65,26.25,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,2,2,1,3,3,1,1,,,,,,,,,,,,,,66.67,66.67,60.0,0,64.34,0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,1,1,0,2,2,0,0,,,,,,,,,,,,,,33.33,33.33,48.33,-60,38.58,0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,2,2,3,3,2,2,1,,,,,,,,,,,,,,66.67,76.67,66.67,0,69.67,1,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,,,,,,,,,,,,,
4,30,1,1,3,2,1,2,2,,,,,,,,,,,,,,33.33,65.0,61.67,0,52.75,0,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
3,40,2,2,2,0,1,2,2,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,66.67,41.67,35.0,-25,48.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,3,3,2,3,3,1,2,,,,,,,,,,,,,,100.0,78.33,96.67,0,92.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0
8,30,3,3,3,3,3,3,3,,,,,,,,,,,,,,100.0,100.0,80.0,0,93.0,2,,,,,,,,,,,,,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,
2,30,1,0,1,1,1,1,1,,,,,,,,,,,,,,25.0,33.33,33.33,-25,30.41,0,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,
6,40,3,2,3,3,3,2,3,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,78.33,95.0,88.33,0,86.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,2,2,1,1,0,0,0,,,,,,,,,,,,,,53.33,15.0,71.67,-50,48.25,0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,2,2,0,0,0,1,1,,,,,,,,,,,,,,71.67,10.0,48.33,-40,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0
8,20,3,3,2,3,2,2,1,,,,,,,,,,,,,,100.0,70.0,90.0,0,87.5,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,2,2,2,2,2,3,3,,,,,,,,,,,,,,80.0,76.67,85.0,-10,80.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,2.0
7,40,3,3,2,3,3,3,3,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,100.0,93.33,90.0,0,94.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,1,0,1,1,2,1,1,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,11.67,41.67,31.67,-35,27.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,0,0,1,1,1,2,2,,,,,,,,,,,,,,0.0,43.33,23.33,-70,21.16,0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,3,3,2,2,2,2,2,,,,,,,,,,,,,,100.0,66.67,86.67,0,85.34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0
5,20,2,2,2,1,2,2,2,,,,,,,,,,,,,,66.67,58.33,35.0,-30,53.08,0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,3,3,3,2,2,3,3,,,,,,,,,,,,,,100.0,83.33,63.33,0,82.16,2,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,0,1,1,1,2,0,1,,,,,,,,,,,,,,8.33,36.67,45.0,-60,29.67,0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,2,2,3,0,0,3,2,,,,,,,,,,,,,,66.67,45.0,71.67,-20,61.92,1,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,
3,30,0,0,1,3,3,2,2,,,,,,,,,,,,,,0.0,76.67,25.0,-80,31.75,0,,,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,
4,20,1,1,1,3,3,1,0,,,,,,,,,,,,,,33.33,61.67,56.67,-30,50.0,0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,3,3,1,0,0,2,1,,,,,,,,,,,,,,91.67,21.67,45.0,-30,54.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,1.0
2,30,1,0,2,2,1,2,3,,,,,,,,,,,,,,11.67,63.33,75.0,-40,49.33,0,,,,,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,,,,,,,,,,,,,
2,40,2,3,3,1,1,3,3,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,75.0,66.67,60.0,0,67.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,1,0,2,0,0,1,1,,,,,,,,,,,,,,25.0,23.33,35.0,-55,28.0,0,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,
1,40,0,0,0,1,0,0,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.33,8.33,5.0,-155,8.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
